College,Fraternity Name,Instagram Handle
"California State University, Monterey Bay","",""
"California State University, Monterey Bay","",""
"California State University, Monterey Bay","",""
"California State University, Northridge","",""
"California State University, Northridge","",""
"California State University, Northridge","",""
"California State University, Northridge","",""
"California State University, Northridge","",""
"California State University, Northridge","",""
"California State University, Northridge","",""
"California State University, Northridge","",""
"California State University, Northridge","",""
"California State University, Northridge","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, Sacramento","",""
"California State University, San Bernardino","",""
"California State University, San Bernardino","",""
"California State University, San Bernardino","",""
"California State University, San Bernardino","",""
"California State University, San Bernardino","",""
"California State University, San Bernardino","",""
"California State University, Stanislaus","",""
"California State University, Stanislaus","",""
"California State University, Stanislaus","",""
"California State University, Stanislaus","",""
"California State University, Stanislaus","",""
"Cameron University","",""
"Cameron University","",""
"Capital University","",""
"Capital University","",""
"Capital University","",""
"Capital University","",""
"Capital University","",""
"Carleton College","",""
"Carleton College","",""
"Carleton College","",""
"Carleton College","",""
"Carleton College","",""
"Carleton College","",""
"Carleton College","",""
"Carnegie Mellon University","Sigma Chi",""
"Carnegie Mellon University","",""
"Carnegie Mellon University","",""
"Carnegie Mellon University","",""
"Carnegie Mellon University","",""
"Carnegie Mellon University","",""
"Carnegie Mellon University","",""
"Carnegie Mellon University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Case Western Reserve University","Sigma Chi","@cwrusigmachi"
"Case Western Reserve University","",""
"Case Western Reserve University","",""
"Centenary College of Louisiana","",""
"Centenary College of Louisiana","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central College","",""
"Central Connecticut State University","",""
"Centre College","",""
"Centre College","",""
"Centre College","",""
"Centre College","",""
"Centre College","",""
"Chapman University","",""
"Chapman University","",""
"Chapman University","",""
"Chapman University","",""
"Chapman University","",""
"Chapman University","",""
"Chapman University","",""
"Chapman University","",""
"Chapman University","",""
"Charleston Southern University","",""
"Charleston Southern University","",""
"Charleston Southern University","",""
"Charleston Southern University","",""
"Chowan University","",""
"Chowan University","",""
"Chowan University","",""
"Chowan University","",""
"Christian Brothers University","",""
"Christian Brothers University","",""
"Christian Brothers University","",""
"Christian Brothers University","",""
"Christopher Newport University","",""
"Christopher Newport University","",""
"Christopher Newport University","",""
"Christopher Newport University","",""
"Christopher Newport University","",""
"Christopher Newport University","",""
"Christopher Newport University","",""
"Christopher Newport University","",""
"Christopher Newport University","",""
"Christopher Newport University","",""
"Christopher Newport University","",""
"Clark Atlanta University","",""
"Clark Atlanta University","",""
"Clark Atlanta University","",""
"Clark University","",""
"Clark University","",""
"Clark University","",""
"Clark University","",""
"Clarkson University","Sigma Chi",""
"Clemson University","Sigma Chi","@clemsonsigmachi"
"Clemson University","Phi Kappa Tau",""
"Clemson University","Kappa Sigma",""
"Clemson University","Psi Upsilon",""
"Clemson University","Phi Sigma Kappa",""
"Cleveland State University","",""
"Cleveland State University","",""
"Cleveland State University","",""
"Cleveland State University","",""
"Cleveland State University","",""
"Cleveland State University","",""
"Cleveland State University","",""
"Coastal Carolina University","",""
"Coastal Carolina University","",""
"Coastal Carolina University","",""
"Coastal Carolina University","",""
"Coastal Carolina University","",""
"Coastal Carolina University","",""
"Coastal Carolina University","",""
"Coastal Carolina University","",""
"Coastal Carolina University","",""
"Coastal Carolina University","",""
"Coe College","",""
"Coe College","",""
"Coe College","",""
"Coe College","",""
"Colgate University","",""
"Colgate University","",""
"Colgate University","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","",""
"College of Charleston","Sigma Chi",""
"College of Wooster","",""
"Colorado College","Sigma Chi",""
"Colorado Mesa University","",""
"Colorado Mesa University","",""
"Colorado School of Mines","",""
"Colorado School of Mines","",""
"Colorado School of Mines","",""
"Colorado School of Mines","",""
"Colorado State University","",""
"Colorado State University","",""
"Colorado State University","",""
"Colorado State University","",""
"Colorado State University","",""
"Colorado State University","",""
"Colorado State University","",""
"Colorado State University","",""
"Colorado State University","",""
"Colorado State University","",""
"Colorado State University","",""
"Colorado State University","Sigma Chi",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","Sigma Chi",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbia University","",""
"Columbus State University","",""
"Columbus State University","",""
"Columbus State University","",""
"Columbus State University","",""
"Columbus State University","",""
"Columbus State University","",""
"Columbus State University","",""
"Concordia College","",""
"Concordia College","",""
"Connecticut College","",""
"Connecticut College","",""
"Connecticut College","",""
"Connecticut College","",""
"Connecticut College","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","",""
"Cornell University","Sigma Chi",""
"Cornell University","",""
"Cornell University","",""
"Creighton University","",""
"Creighton University","",""
"Creighton University","",""
"Creighton University","",""
"Creighton University","",""
"Creighton University","",""
"Creighton University","",""
"Dalhousie University-St. Mary's University","Sigma Chi",""
"Dartmouth College","",""
"Dartmouth College","",""
"Dartmouth College","",""
"Dartmouth College","",""
"Dartmouth College","",""
"Dartmouth College","",""
"Davidson College","",""
"Delaware Valley University","",""
"Delta State University","",""
"Delta State University","",""
"Delta State University","",""
"Delta State University","",""
"Delta State University","",""
"Delta State University","",""
"Denison University","",""
"Denison University","",""
"Denison University","",""
"Denison University","",""
"Denison University","",""
"Denison University","",""
"Denison University","",""
"Denison University","",""
"Denison University","",""
"Denison University","",""
"Denison University","",""
"Denison University","",""
"DePaul University","",""
"DePaul University","",""
"DePaul University","",""
"DePaul University","",""
"DePaul University","",""
"DePaul University","",""
"DePaul University","",""
